Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-15 00:00:00+07:00,10184.280565257353,10256.6806640625,10087.747100183824,10256.6806640625,66635200,0.0,0.0
2024-10-16 00:00:00+07:00,10329.080166691527,10353.213531566975,10111.8798828125,10111.8798828125,63255900,0.0,0.0
2024-10-17 00:00:00+07:00,10184.280307583042,10425.613964160839,10136.013576267482,10353.2138671875,66993300,0.0,0.0
2024-10-18 00:00:00+07:00,10498.01350154433,10498.01350154433,10353.213315316134,10377.3466796875,56299600,0.0,0.0
2024-10-21 00:00:00+07:00,10473.880827356557,10473.880827356557,10304.947265625,10304.947265625,36472500,0.0,0.0
2024-10-22 00:00:00+07:00,10111.880305989584,10232.547135416666,10111.880305989584,10136.013671875,94799500,0.0,0.0
2024-10-23 00:00:00+07:00,10111.880882299003,10280.814453125,10111.880882299003,10280.814453125,48903000,0.0,0.0
2024-10-24 00:00:00+07:00,10353.214421637704,10473.881256388726,10329.0810546875,10329.0810546875,85341200,0.0,0.0
2024-10-25 00:00:00+07:00,10280.813222202034,10377.3466796875,10256.679857830668,10377.3466796875,34847500,0.0,0.0
2024-10-28 00:00:00+07:00,10449.747162441037,10449.747162441037,10232.546875,10232.546875,39061500,0.0,0.0
2024-10-29 00:00:00+07:00,10160.147037760416,10208.41376953125,10136.013671875,10136.013671875,49680100,0.0,0.0
2024-10-30 00:00:00+07:00,9918.812797214674,10039.479619565218,9918.812797214674,9991.212890625,114484100,0.0,0.0
2024-10-31 00:00:00+07:00,9967.07978277439,10111.879973323172,9894.6796875,9894.6796875,97553400,0.0,0.0
2024-11-01 00:00:00+07:00,9918.813090152877,10063.61328125,9918.813090152877,10063.61328125,47710000,0.0,0.0
2024-11-04 00:00:00+07:00,10063.613410673946,10136.013507153615,9942.946583207831,10015.3466796875,49275700,0.0,0.0
2024-11-05 00:00:00+07:00,9942.946744791667,10208.41376953125,9942.946744791667,10136.013671875,50296500,0.0,0.0
